,PK,time
1492,727.342079765694,1492
1493,724.8620019448766,1493
1494,722.3970427517256,1494
1495,719.9469380859573,1495
1496,717.5114309427526,1496
1497,715.0902712096238,1497
1498,712.6832154691358,1498
1499,710.2900268073167,1499
1500,707.9104746275897,1500
1501,705.5443344700714,1501
1502,703.1913878360765,1502
1503,700.8514220176845,1503
1504,698.5242299322184,1504
1505,696.2096099614914,1505
1506,693.9073657956928,1506
1507,691.6173062817701,1507
1508,689.3392452761818,1508
1509,687.0730015018946,1509
1510,684.818398409502,1510
1511,682.575264042346,1511
1512,680.3434309055249,1512
1513,678.122735838677,1513
1514,675.9130198924304,1514
1515,673.714128208413,1515
1516,671.5259099027194,1516
1517,669.3482179527366,1517
1518,667.1809090872308,1518
1519,665.0238436795998,1519
1520,662.8768856442031,1520
1521,660.7399023356759,1521
1522,658.6127644511471,1522
1523,656.4953459352714,1523
1524,654.3875238879984,1524
1525,652.2891784749993,1525
1526,650.2001928406712,1526
1527,648.1204530236502,1527
1528,646.0498478747552,1528
1529,643.9882689772971,1529
1530,641.9356105696806,1530
1531,639.8917694702383,1531
1532,637.8566450042247,1532
1533,635.8301389329174,1533
1534,633.8121553847545,1534
1535,631.8026007884606,1535
1536,629.801383808091,1536
1537,627.8084152799524,1537
1538,625.8236081513356,1538
1539,623.846877421012,1539
1540,621.878140081444,1540
1541,619.9173150626591,1541
1542,617.9643231777357,1542
1543,616.0190870698625,1543
1544,614.0815311609169,1544
1545,612.1515816015259,1545
1546,610.2291662225622,1546
1547,608.3142144880367,1547
1548,606.4066574493436,1548
1549,604.506427700826,1549
1550,602.613459336614,1550
1551,600.7276879087103,1551
1552,598.8490503862744,1552
1553,596.977485116083,1553
1554,595.1129317841238,1554
1555,593.2553313782946,1555
1556,591.4046261521754,1556
1557,589.56075958984,1557
1558,587.7236763716802,1558
1559,585.8933223412115,1559
1560,584.0696444728331,1560
1561,582.2525908405132,1561
1562,580.4421105873744,1562
1563,578.6381538961535,1563
1564,576.8406719605077,1564
1565,575.0496169571471,1565
1566,573.264942018765,1566
1567,571.4866012077472,1567
1568,569.714549490635,1568
1569,567.9487427133217,1569
1570,566.1891375769601,1570
1571,564.4356916145622,1571
1572,562.6883631682689,1572
1573,560.9471113672731,1573
1574,559.2118961063759,1574
1575,557.4826780251552,1575
1576,555.7594184877357,1576
1577,554.0420795631353,1577
1578,552.3306240061764,1578
1579,550.6250152389432,1579
1580,548.9252173327714,1580
1581,547.2311949907538,1581
1582,545.5429135307447,1582
1583,543.8603388688543,1583
1584,542.1834375034123,1584
1585,540.5121764993933,1585
1586,538.8465234732862,1586
1587,537.186446578396,1587
1588,535.531914490569,1588
1589,533.882896394321,1589
1590,532.2393619693687,1590
1591,530.6012813775388,1591
1592,528.9686252500578,1592
1593,527.3413646752009,1593
1594,525.7194711862942,1594
1595,524.1029167500601,1595
1596,522.491673755296,1596
1597,520.8857150018747,1597
1598,519.2850136900586,1598
1599,517.6895434101208,1599
1600,516.0992781322585,1600
1601,514.5141921967978,1601
1602,512.9342603046739,1602
1603,511.3594575081855,1603
1604,509.7897592020111,1604
1605,508.2251411144801,1605
1606,506.66557929909413,1606
1607,505.11105012628786,1607
1608,503.5615302754258,1608
1609,502.01699672702455,1609
1610,500.47742675519737,1610
1611,498.9427979203132,1611
1612,497.4130880618632,1612
1613,495.8882752915314,1613
1614,494.3683379864589,1614
1615,492.85325478270295,1615
1616,491.3430045688773,1616
1617,489.8375664799765,1617
1618,488.3369198913711,1618
1619,486.8410444129769,1619
1620,485.3499198835848,1620
1621,483.86352636535526,1621
1622,482.3818441384641,1622
1623,480.90485369590243,1623
1624,479.43253573842264,1624
1625,477.9648711696254,1625
1626,476.5018410911873,1626
1627,475.04342679822145,1627
1628,473.5896097747693,1628
1629,472.1403716894187,1629
1630,470.69569439104595,1630
1631,469.2555599046767,1631
1632,467.8199504274637,1632
1633,466.38884832477663,1633
1634,464.96223612640176,1634
1635,463.54009652284935,1635
1636,462.12241236176163,1636
1637,460.70916664442416,1637
1638,459.3003425223728,1638
1639,457.8959232940957,1639
1640,456.49589240182894,1640
1641,455.1002334284383,1641
1642,453.7089300943908,1642
1643,452.32196625480924,1643
1644,450.9393258966079,1644
1645,449.56099313570996,1645
1646,448.1869522143397,1646
1647,446.81718749839087,1647
1648,445.45168347486845,1648
1649,444.0904247493998,1649
1650,442.7333960438153,1650
1651,441.3805821937962,1651
1652,440.0319681465864,1652
1653,438.68753895876773,1653
1654,437.347279794096,1654
1655,436.011175921397,1655
1656,434.67921271252004,1656
1657,433.351375640347,1657
1658,432.0276502768566,1658
1659,430.708022291241,1659
1660,429.3924774480739,1660
1661,428.0810016055289,1661
1662,426.77358071364574,1662
1663,425.4702008126438,1663
1664,424.1708480312811,1664
1665,422.8755085852594,1665
1666,421.58416877566935,1666
1667,420.29681498747976,1667
1668,419.0134336880677,1668
1669,417.73401142578655,1669
1670,416.4585348285738,1670
1671,415.1869906025959,1671
1672,413.91936553092916,1672
1673,412.65564647227507,1673
1674,411.3958203597118,1674
1675,410.1398741994769,1675
1676,408.8877950697835,1676
1677,407.63957011966727,1677
1678,406.39518656786396,1678
1679,405.15463170171677,1679
1680,430.493548420404,1680
1681,1163.685566112172,1681
1682,1853.7791745330796,1682
1683,1829.3106731807975,1683
1684,1805.4596867512262,1684
1685,1782.2086671597867,1685
1686,1759.5405718380098,1686
1687,1737.438849149683,1687
1688,1715.8874242278011,1688
1689,1694.8706852201751,1689
1690,1674.3734699319098,1690
1691,1654.3810528532904,1691
1692,1634.879132561974,1692
1693,1615.8538194886678,1693
1694,1597.291624035814,1694
1695,1579.1794450391033,1695
1696,1561.5045585619064,1696
1697,1544.2546070130356,1697
1698,1527.4175885784953,1698
1699,1510.981846958168,1699
1700,1494.936061398633,1700
1701,1479.2692370135744,1701
1702,1463.9706953834839,1702
1703,1449.03006542659,1703
1704,1434.4372745332016,1704
1705,1420.1825399558502,1705
1706,1406.2563604478603,1706
1707,1392.649508143178,1707
1708,1379.3530206704927,1708
1709,1366.358193494895,1709
1710,1353.6565724805018,1710
1711,1341.23994666768,1711
1712,1329.1003412586676,1712
1713,1317.2300108055867,1713
1714,1305.6214325949995,1714
1715,1294.2673002233512,1715
1716,1283.160517357774,1716
1717,1272.2941916769146,1717
